hsk,word,radicals,examples,strokeCount
4,尔,⺈小,偶尔,5
4,尝,尚云,尝 尝试 品尝,9
4,各,夂口,各 各自 各抒己见,6
4,合,亼口,适合 合适 符合 合格 合作 综合 合理 结合 组合 联合 配合 合同 合法 集合 合影 场合 合并 混合 合伙 合成 凑合 磨合 合算,6
4,傅,亻尃,师傅,12
4,尤,尢丶,尤其,4
4,程,禾呈,过程 工程师 程序 程度 日程 课程 里程碑 启程 章程 专程,12
4,稍,禾肖,稍微,12
4,森,木木木,森林,12
4,棵,木果,棵,12
4,尽,尺⺀,尽管 尽量 尽力 尽快 竭尽全力 苦尽甘来 无穷无尽,6
4,否,不口,是否 否则 否定 否认 否决,7
4,慕,莫⺗,羡慕,14
4,众,人人人,观众 众所周知 群众,6
4,优,亻尤,优秀 优点 优势 优惠 优美 优胜劣汰 优先 优越 优异,6
4,吵,口少,吵架 吵,7
4,吸,口及,吸引 吸收 呼吸 吸取,6
4,传,亻专,传真 传统 传说 传播 宣传 传染 流传 传达 遗传 传记 传授 传单,6
4,伤,亻力,伤心 伤害 受伤 悲伤 伤脑筋,6
4,展,尸衣,发展 展览 展开 展示 展现 开展 进展 施展 展望,10
4,秀,禾乃,优秀,7
4,适,辶舌,适应 适合 合适 舒适 适宜,9
4,洋,氵羊,海洋,9
4,呀,口牙,呀,7
4,估,亻古,估计 评估,7
4,科,禾斗,科学 本科 内科 科目,9
4,逐,辶豕,逐渐 逐步 驱逐 逐年,10
4,父,八乂,父亲 祖父,4
4,逛,辶狂,逛,10
4,速,辶束,高速公路 速度 迅速,10
4,造,辶告,创造 造成 制造 塑造 伪造 铸造 造型,10
4,积,禾只,积极 积累 面积 体积 堆积,10
4,洲,氵州,亚洲 欧洲,9
4,何,亻可,任何 如何 何必 何况,7
4,范,艹氾,范围 规范 模范 范畴 示范 师范,8
4,活,氵舌,生活 活动 活泼 干活儿 活跃 灵活 复活 活力 快活 活该,9
4,味,口未,味道 口味 津津有味 意味着 趣味 气味 滋味 风味,8
4,流,氵㐬,交流 流行 流利 流传 轮流 流泪 川流不息 主流 潮流 一流 流氓 流浪 流露 支流 流通,10
4,支,十又,支持 支票 支 支配 支撑 支援 支出 开支 支柱 支流,4
4,命,令口,生命 命令 命运 寿命 要命 使命 性命 命名 革命 拼命 任命,8
4,究,穴九,研究 究竟 讲究 终究 追究,7
4,穷,穴力,穷 层出不穷 无穷无尽,7
4,济,氵齐,经济 救济,9
4,收,丩攵,收入 收拾 收 吸收 收获 收据 收音机 收藏 收益 回收 收缩 征收 丰收 验收 招收,6
4,改,己攵,改变 修改 改善 改进 改革 改正 改良,7
4,遍,辶扁,普遍 遍 遍布,12
4,窄,穴乍,窄 狭窄,10
4,效,交攵,效果 效率 功效 生效 效益 成效,10
4,窗,穴囱,窗户 窗帘,12
4,浪,氵良,浪漫 浪费 流浪 波浪,10
4,例,亻列,例如 比例 案例 惯例 例外 破例,8
4,傲,亻敖,骄傲,12
4,海,氵每,海洋 海鲜 海关 海滨 沿海 海拔,10
4,散,⺼攵,散步 散发 分散 散文 散布 扩散 解散,12
4,堵,土者,堵车 堵塞,11
4,供,亻共,提供 供不应求 供给,8
4,警,敬言,警察 警告 警惕 报警,19
4,消,氵肖,消息 消费 取消 消失 消化 消极 消除 消灭 消耗 消毒 消防,10
4,邀,辶敫,邀请 应邀,16
4,敲,高攴,敲,14
4,整,敕正,整理 整个 调整 完整 整体 整齐 整顿,16
4,塑,朔土,塑料袋 塑造 雕塑,13
4,植,木直,植物 种植 移植,12
4,料,米斗,饮料 塑料袋 材料 资料 原料 不料 预料 意料 调料,10
4,填,土真,填空,13
4,懒,忄赖,懒 懒惰,16
4,墙,土啬,墙,14
4,增,土曾,增加 与日俱增 增添 递增,15
4,咱,口自,咱们,9
4,咳,口亥,咳嗽,9
4,咸,戊一口,咸,9
4,品,口口口,日用品 产品 商品 作品 工艺品 品质 品种 品行 毒品 品尝 样品 品德 次品,9
4,软,车欠,软,8
4,针,钅十,打针 针对 指南针 方针,7
4,润,氵闰,利润 湿润 滋润,10
4,概,木既,大概 概念 概括 气概,13
4,竞,立兄,竞争 竞赛 竞选,10
4,竟,音儿,究竟 竟然 毕竟,11
4,章,音十,文章 规章 章程 盖章,11
4,童,立里,六一儿童节 儿童 童话,12
4,保,亻呆,保护 保证 保持 保险 保存 保留 保障 保养 确保 保卫 保管 担保 保密 保守 保姆 保重,9
4,输,车俞,输 输入 运输,13
4,计,讠十,计划 估计 设计 计算 会计 千方百计 统计 共计 计较,4
4,断,米斤,判断 断断续续 不断 诊断 断 垄断 中断 果断 断绝 断定 片断,11
4,讨,讠寸,讨论 讨厌 讨价还价 探讨 讨好 检讨,5
4,俩,亻两,俩,9
4,辛,立十,辛苦 辛勤,7
4,修,攸彡,修理 装修 修改 维修 修复 修养 修建,9
4,狮,犭师,狮子,9
4,许,讠午,许多 也许 允许 或许 许可,6
4,论,讠仑,无论 讨论 论文 理论 结论 辩论 争论 议论 评论 论坛 言论 论证 舆论 推论,6
4,访,讠方,采访 访问 拜访,6
4,证,讠正,保证 证明 签证 证据 证件 证书 验证 论证 证实 辩证 公证,7
4,评,讠平,批评 评价 评论 评估,7
4,族,方矢,民族 贵族 种族,11
4,获,艹犾,获得 收获 查获,10
4,部,咅阝,全部 部分 俱乐部 部门 内部 部署 部位 局部,10
4,译,讠,翻译,7
4,深,氵罙,深 深刻 根深蒂固 博大精深 深情厚谊 资深 深沉 深奥,11
4,约,纟勺,大约 约会 节约 约束 条约 制约 隐约,6
4,纪,纟己,世纪 纪念 年纪 纪录 纪律 纪要,6
4,诚,讠成,诚实 诚恳 诚挚 忠诚,8
4,无,一尢,无论 无法 无聊 无 无所谓 无数 无奈 无微不至 无能为力 无理取闹 肆无忌惮 无忧无虑 无动于衷 无拘无束 鸦雀无声 无精打采 无穷无尽 毫无 无非 无比 无辜 无知 无耻 无赖 无偿,4
4,既,旡,既然 一如既往,9
4,详,讠羊,详细 安详,8
4,页,贝,页,6
4,误,讠吴,误会 错误 耽误 误解 失误 误差,9
4,顺,川页,顺利 顺序 顺便 孝顺 一帆风顺,9
4,顿,屯页,顿 顿时 停顿 整顿,10
4,皮,攴,皮鞋 皮肤 橡皮 调皮 皮革,5
4,组,纟且,组织 组合 组成 组,8
4,细,纟田,详细 仔细 细节 精打细算 细致 细胞 细菌,8
4,织,纟只,组织 纺织 编织,8
4,预,予页,预习 预防 预订 预报 预言 预先 干预 预算 预期 预兆 预料,10
4,钢,钅冈,弹钢琴 钢铁,9
4,钥,钅月,钥匙,9
4,绝,纟色,拒绝 绝对 滔滔不绝 空前绝后 络绎不绝 断绝 杜绝 谢绝 绝望,9
4,允,厶儿,允许,4
4,光,⺌兀,阳光 光 光明 光线 光滑 光临 光盘 曝光 目光 时光 光荣 光芒 光辉 眼光 风光 光彩 观光 沾光,6
4,士,,硕士 博士 护士 女士 士兵 人士 绅士,3
4,继,纟米,继续 继承,10
4,克,十兄,巧克力 麦克风 克服 克 攻克 克制,7
4,免,⺈口儿,免费 避免 难免 免得 以免 免疫 不免 未免,7
4,盐,圤皿,盐,10
4,盒,合皿,盒子,11
4,续,纟卖,继续 断断续续 连续 持续 手续 陆续 延续,11
4,辣,辛束,辣 辣椒,14
4,入,,收入 入口 输入 投入 陷入,2
4,全,入玉,安全 全部 完全 全面 竭尽全力 全力以赴 健全 齐全 全局,6
4,戚,戊尗,亲戚,11
4,达,辶大,表达 达到 到达 发达 传达 达成 抵达 雷达 转达,6
4,具,目一八,家具 工具 具体 具备 玩具 文具,8
4,养,羊儿,养成 培养 营养 养 保养 教养 抚养 修养 饲养,9
4,耐,而寸,耐心 不耐烦 忍耐 耐用,9
4,戴,十異戈,戴 爱戴,17
4,户,丶尸,窗户 账户 家喻户晓 用户 客户,4
4,内,冂人,内容 内 内部 内科 内涵 内在 内幕,4
4,连,辶车,连 连续 连忙 连锁 连同 连年 接连,7
4,农,冖,农业 农村 农民 农历,6
4,扔,扌乃,扔,5
4,符,⺮付,符合 符号,11
4,售,隹口,售货员 销售,11
4,笨,⺮本,笨 笨拙,11
4,扩,扌广,扩大 扩张 扩充 扩散,6
4,聊,耳卯,聊天儿 无聊,11
4,猜,犭青,猜,11
4,职,耳只,职业 辞职 兼职 职位 职务 就职 职能,11
4,扬,扌昜,表扬 宣扬 发扬 飘扬,6
4,扮,扌分,打扮 扮演,7
4,扰,扌尤,打扰 干扰 骚扰 扰乱,7
4,联,耳关,互联网 联系 联合 联盟 联络 联想 对联 联欢,12
4,聘,耳甹,招聘 应聘,13
4,批,扌比,批评 批准 批 批发 批判,7
4,渐,氵斩,逐渐 循序渐进,11
4,猪,犭者,猪,11
4,技,扌支,技术 技巧 杂技,7
4,猴,犭侯,猴子,12
4,谅,讠京,原谅 体谅 谅解,10
4,谈,讠炎,谈 谈判 侃侃而谈 洽谈,10
4,温,氵昷,温度 温柔 温暖 温和 温带,12
4,谊,讠宜,友谊 深情厚谊,10
4,折,扌斤,打折 挫折 转折 折磨 曲折 折腾 周折 折,7
4,映,日央,反映,9
4,食,人良,食物 零食 粮食 节食 废寝忘食 饮食 素食,9
4,处,夂卜,好处 到处 处理 相处 恰到好处 处置 处境 处分,5
4,签,⺮佥,签证 签 签署,13
4,肚,⺼土,肚子,7
4,够,句多,够,11
4,省,少目,省 节省 省略 省会,9
4,况,冫兄,情况 状况 何况 况且,7
4,失,丿夫,失败 失望 失去 消失 失眠 损失 失业 得不偿失 遗失 失踪 丧失 失误 过失 失事,5
4,湿,氵显,潮湿 湿润,12
4,酸,酉夋,酸,14
4,凉,冫京,凉快 着凉 荒凉 凄凉,10
4,象,⺈口豕,印象 对象 现象 想象 形象 象征 象棋 大象 抽象 迹象 气象,11
4,景,日京,景色 背景 情景 风景 前景,12
4,减,冫咸,减肥 减少,11
4,缺,缶夬,缺点 缺少 缺乏 缺陷 缺口 缺席,10
4,著,艹者,著名 显著 著作,11
4,奋,大田,兴奋 奋斗 勤奋 振奋,8
4,醒,酉星,提醒 醒 觉醒 清醒 苏醒,16
4,暂,斩日,暂时 暂且,12
4,奖,丬夕大,奖金 奖励 奖赏 过奖,9
4,暑,日者,放暑假,12
4,貌,豸皃,礼貌 面貌 容貌,14
4,暖,日爰,暖和 暖 温暖,13
4,暗,日音,暗暗 暗 暗示,13
4,键,钅建,关键 键盘,13
4,抬,扌台,抬,8
4,抱,扌包,抱歉 抱 拥抱 抱怨 抱负,8
4,抽,扌由,抽烟 抽屉 抽象,8
4,肤,⺼夫,皮肤,8
4,肥,⺼巴,减肥 肥皂 化肥 肥沃,8
4,拉,扌立,拉,8
4,肯,止⺼,肯定 宁肯,8
4,美,羊大,美国 李小美 美丽 完美 赞美 美术 优美 物美价廉 美满 美观 审美 美妙,9
4,拒,扌巨,拒绝,7
4,管,⺮官,管理 不管 尽管 管子 主管 保管 管辖,14
4,招,扌召,打招呼 招聘 招待 招标 招收,8
4,羞,羊丑,害羞 羞耻,10
4,括,扌舌,包括 概括,9
4,血,丿皿,血 血压 心血,6
4,拾,扌合,收拾 拾,9
4,篇,⺮扁,篇,15
4,巧,工丂,巧克力 巧妙 技巧 恰巧,5
4,巾,冂丨,毛巾 围巾,3
4,嗽,口欶,咳嗽,13
4,袋,代衣,塑料袋 袋子 纸袋 脑袋,11
4,释,釆,解释 爱不释手 释放 注释,12
4,量,旦里,质量 数量 商量 力量 尽量 重量 能量 分量 测量 较量 打量,12
4,金,人王丷,现金 奖金 黄金 资金 金属 押金 金融 基金,8
4,袜,衤末,袜子,10
4,刀,丿,刀 剪刀,2
4,切,七刀,一切 亲切 密切 迫切 切 切实 恳切 确切 急切,4
4,羡,羊次,羡慕,12
4,群,君羊,群 群众,13
4,划,戈刂,计划 划 规划 策划 划分,6
4,饮,饣欠,饮料 饮食,7
4,列,歹刂,排列 列车 系列 并列 列举 行列 陈列,6
4,则,贝刂,否则 原则 规则 则 准则,6
4,羽,习习,羽毛球 羽绒服,6
4,饺,饣交,饺子,9
4,饼,饣并,饼干,9
4,判,半刂,判断 谈判 审判 判决 裁判 批判,7
4,利,禾刂,顺利 流利 利用 利益 权利 有利 利润 胜利 利息 急功近利 福利 盈利 专利 水利 锋利 便利 利害,7
4,替,夫夫日,代替,12
4,制,巾刂,限制 控制 制作 制度 复制 制造 抵制 强制 制服 制止 克制 压制 遏制 制约 制裁 牵制 节制,8
4,首,丷自,首都 首先 首 首饰 元首 首要,9
4,持,扌寺,支持 坚持 保持 持续 主持 维持 持久,9
4,挂,扌圭,挂 挂号 悬挂,9
4,指,扌旨,指 指导 指挥 手指 戒指 指南针 指定 指标 指示 指数 指责 指令 指甲 指望,9
4,按,扌安,按照 按时 按摩,9
4,翻,番羽,翻译 翻 翻天覆地 推翻,18
4,剧,居刂,京剧 戏剧 剧烈 剧本 加剧 急剧,10
4,剩,乘刂,剩,12
4,币,丿巾,人民币 货币,4
4,帅,刂巾,帅,5
4,脏,⺼庄,脏 心脏,10
4,歉,兼欠,道歉 抱歉,14
4,挺,扌廷,挺 挺拔,9
4,闹,门市,热闹 闹钟 无理取闹,8
4,止,上丨,禁止 阻止 迄今为止 防止 终止 不止 截止 制止,4
4,此,止匕,因此 彼此 此外 从此 岂有此理,6
4,功,工力,成功 功夫 功能 用功 急功近利 功效 气功 功劳,5
4,脱,⺼兑,脱 脱离 摆脱,11
4,脾,⺼卑,脾气,12
4,死,歹匕,死 死记硬背 死亡 猝死,6
4,嘴,口觜,嘴 嘴唇,16
4,琴,玨今,弹钢琴,12
4,授,扌受,教授 传授 授予,11
4,掉,扌卓,掉,11
4,掌,尚手,掌握 鼓掌,12
4,并,丷开,并且 合并 并非 并列,6
4,幸,土丷干,幸福 幸运 幸亏 荣幸 侥幸,8
4,漫,氵曼,浪漫 漫画 弥漫 漫长,14
4,排,扌非,安排 排列 排队 排除 排放 排练 排斥,11
4,幽,山幺幺,幽默,9
4,广,丶厂,广告 广播 推广 广场 广大 广泛 见多识广 广阔,3
4,负,⺈贝,负责 负担 欺负 辜负 抱负 胜负 正负,6
4,序,广予,顺序 程序 秩序 循序渐进 次序 序言,7
4,责,龶贝,负责 责任 责备 谴责 指责 责怪,8
4,败,贝攵,失败 腐败 败坏,8
4,货,化贝,售货员 通货膨胀 货币,8
4,术,木丶,技术 艺术 学术 手术 美术 武术 战术 魔术,5
4,质,厂十贝,质量 物质 本质 性质 蛋白质 品质 素质 气质 地质 实质 变质 人质,8
4,膏,高⺼,牙膏,14
4,底,广氐,到底 底 彻底 归根到底,8
4,购,贝勾,购物 采购,8
4,费,弗贝,免费 浪费 消费 经费 耗费,9
4,贺,加贝,祝贺,9
4,杂,九木,复杂 杂志 夹杂 嘈杂 杂技 杂交,6
4,资,次贝,工资 资料 投资 资源 资格 资金 资深 资产 资本 物资 资助,10
4,粗,米且,粗心 粗糙 粗鲁,11
4,码,石马,密码 号码 数码 起码 码头,8
4,材,木才,材料 身材 教材 器材 题材,7
4,村,木寸,农村,7
4,励,厉力,鼓励 奖励 激励 勉励,7
4,骄,马乔,骄傲,9
4,赚,贝兼,赚,14
4,研,石开,研究 钻研,9
4,验,马佥,经验 体验 实验 测验 验证 考验 试验 检验 验收 化验,10
4,勇,甬力,勇敢 勇气 见义勇为 勇于 英勇,9
4,赢,吂⺼贝,赢,17
4,骗,马扁,骗 欺骗 诈骗,12
4,阅,门兑,阅读,10
5,赶,走干,赶 赶快 赶紧,10
5,鸭,甲鸟,烤鸭,10
5,构,木勾,结构 构成 机构 构思,8
5,烂,火兰,烂 灿烂 腐烂,9
5,勤,堇力,勤奋 勤劳 辛勤 后勤 勤俭,13
5,烈,列灬,强烈 激烈 热烈 兴高采烈 剧烈 猛烈 壮烈,10
5,趁,走㐱,趁,12
5,队,阝人,排队 军队 队伍,4
5,鸽,合鸟,鸽子,11
5,趋,走刍,趋势,12
5,析,木斤,分析,8
5,枕,木冘,枕头,8
5,控,扌空,控制 遥控,11
5,措,扌昔,措施,11
5,烛,火虫,蜡烛,10
5,勺,勹丶,勺子,3
5,防,阝方,预防 防止 防治 国防 防御 消防 防守,6
5,阵,阝车,阵 阵容 阵地,6
5,阶,阝介,阶段 台阶 阶层,6
5,薄,艹溥,薄 薄弱,16
5,烤,火考,烤鸭,10
5,阻,阝且,阻止 阻挠 阻拦 阻碍,7
5,烫,汤火,烫,10
5,毒,龶母,病毒 消毒 毒品,9
5,陆,阝击,陆地 陆续 登陆,7
5,庭,广廷,家庭,9
5,陌,阝百,陌生,8
5,描,扌苗,描写 描绘,11
5,毫,亠口冖毛,丝毫 毫无 毫米,11
5,插,扌臿,插件 插 插座,12
5,毯,毛炎,地毯,12
5,粮,米良,粮食,13
5,嚷,口襄,嚷,20
5,碍,石㝵,妨碍 障碍 阻碍,13
5,碎,石卒,碎 粉碎,13
5,骤,马聚,步骤,17
5,骨,冎⺼,骨头 骨干,9
5,糊,米胡,模糊 糊涂 糊 含糊,15
5,臭,自犬,臭,10
5,延,丿㢟,延长 拖延 延续 延伸 蔓延 延期,6
5,隔,阝鬲,隔壁 隔离 间隔 隔阂,12
5,建,廴聿,建议 建立 建设 建筑 封建 修建,8
5,团,囗才,团 集团 团结 团体 团圆,6
5,致,至攵,导致 一致 兴致勃勃 细致 致力 精致 以致 大致 致使 致辞 别致,10
5,糟,米曹,糟糕 糟蹋,17
5,枪,木仓,枪,8
5,固,囗古,固定 根深蒂固 巩固 顽固 牢固 坚固 固体 凝固 固然 固执 固有,8
5,架,加木,书架 吵架 打架 绑架 框架,9
5,怒,奴心,愤怒,9
5,怖,忄布,恐怖,8
5,髦,髟毛,时髦,10
5,跃,足夭,活跃 飞跃 跳跃 踊跃,11
5,某,甘木,某,9
5,柔,矛木,温柔 柔和,9
5,匀,勹冫,均匀,4
5,匆,勿丶,匆忙,5
5,柜,木巨,柜台,8
5,藏,艹臧,躲藏 收藏 蕴藏,17
5,丁,一,丁,2
5,恋,亦心,恋爱 留恋,10
5,柴,此木,火柴 柴油,10
5,麦,龶夂,麦克风 小麦,7
5,践,足戋,实践,12
5,丑,刀二,丑陋 丑 丑恶,4
5,碰,石並,碰,13
5,丙,一内,丙,5
5,丝,一,丝毫 丝绸 丝 一丝不苟,5
5,恢,忄灰,恢复,9
5,匹,匸儿,匹,4
5,恨,忄艮,恨 恨不得 悔恨,9
5,磁,石兹,磁带,14
5,存,才子,存 存在 保存 生存 储存,6
5,孝,耂子,孝顺,7
5,恳,艮心,诚恳 恳切,10
5,升,十,升 晋升,4
5,恶,亚心,恶劣 恶心 厌恶 恶化 凶恶 可恶 丑恶,10
5,临,丨,面临 临时 光临 临 临床 降临 濒临,9
5,华,化十,豪华 华裔 精华 华丽 繁华 华侨,6
5,协,十办,齐心协力 协议 协会 协助 协调 妥协 协商,6
5,氛,气分,气氛,8
5,悄,忄肖,悄悄,10
5,义,丶乂,意义 义务 见义勇为 正义 定义 含义 主义 贬义,3
5,雄,厷隹,英雄 雄厚 雌雄 雄伟,12
5,雇,户隹,雇 雇佣 解雇,12
5,占,⺊口,占线 占 占领 占据,5
5,乏,丿之,缺乏 贫乏,4
5,卧,臣卜,卧室,8
5,卫,乛一,大卫 卫生间 保卫 卫星 捍卫,3
5,宁,宀丁,宁可 安宁 宁愿 宁肯,5
5,搞,扌高,搞,13
5,煎,前灬,煎,13
5,乖,千北,乖,8
5,宇,宀于,宇宙,6
5,守,宀寸,遵守 守岁 守 守护 保守 防守,6
5,乙,,乙,1
5,舅,臼男,舅舅,13
5,卷,龹㔾,试卷 卷,8
5,舌,千口,舌头,6
5,舍,人舌,舍不得 宿舍 锲而不舍,8
5,乡,幺,家乡 故乡 乡镇,3
5,汇,氵匚,词汇 汇率 汇报,5
5,宗,宀示,宗教 正宗 宗旨,8
5,官,宀㠯,官 打官司 官方 器官,8
5,宙,宀由,宇宙,8
5,煤,火某,煤炭,13
5,厂,,工厂,2
5,圈,囗卷,圈 圈套,11
5,宝,宀玉,宝贵 宝贝,8
5,厅,厂丁,餐厅 客厅,4
5,煮,者灬,煮,12
5,览,见,浏览 游览 展览 博览会,9
5,雷,雨田,雷 雷达,13
5,摄,扌聂,摄影师 摄影 摄氏度,13
5,弯,亦弓,拐弯,9
5,摆,扌罢,摆 摆脱 摇摆,13
5,摇,扌䍃,摇 摇滚 摇摆,13
5,厕,厂则,厕所,8
5,厘,厂里,厘米,9
5,雾,雨务,雾,13
5,弱,弓冫弓冫,弱 薄弱 削弱 弱点 脆弱,10
5,池,氵也,电池 池塘,6
5,土,十一,土豆 土地 风土人情 领土 土壤,3
5,强,弓虽,坚强 强烈 强调 勉强 强迫 强制 倔强 顽强,12
5,摔,扌率,摔倒,14
5,摘,扌啇,摘 摘要,14
5,亏,二,吃亏 多亏 幸亏 亏损 亏待,3
5,素,龶糸,因素 维生素 元素 素质 要素 朴素 素食,10
5,触,角虫,接触 触犯,13
5,紫,此糸,紫,12
5,摩,麻手,摩托车 按摩 摩擦,15
5,录,彐氺,记录 目录 录音 录取 纪录 备忘录 登录,8
5,沉,氵冗,沉默 沉 沉思 沉重 沉淀 深沉 沉着 沉闷,7
5,甩,月乚,甩,5
5,均,土匀,平均 均匀,7
5,摸,扌莫,摸 摸索 抚摸,13
5,形,开彡,形式 形成 形象 形状 形容 形势 情形 形态,7
5,田,冂土,田野 田径,5
5,甲,冂,甲 指甲,5
5,沟,氵勾,沟通,7
5,良,丶艮,良好 善良 良心 改良,7
5,誉,兴言,荣誉 信誉 名誉 声誉,13
5,艰,又艮,艰苦 艰巨 艰难,8
5,鬼,乚厶,胆小鬼 魔鬼,9
5,艳,丰色,鲜艳,10
5,彻,彳切,彻底 贯彻,7
5,彼,彳皮,彼此,8
5,悠,攸心,悠久,11
5,坦,土旦,坦率 坦白 平坦,8
5,撕,扌斯,撕,15
5,征,彳正,征求 象征 特征 征服 征收,8
5,魅,鬼未,魅力,14
5,待,彳寺,等待 期待 对待 待遇 招待 接待 迫不及待 看待 虐待 款待 亏待,9
5,悲,非心,悲伤 悲观 悲惨 悲哀,12
5,宠,宀龙,宠物,8
5,踩,足采,踩,15
5,宣,宀亘,宣传 宣布 宣扬 宣誓,9
5,略,田各,省略 策略 战略 忽略 侵略,11
5,核,木亥,核心 考核,10
5,型,刑土,类型 大型 模型 造型 典型,9
5,宴,宀妟,宴会,10
5,桃,木兆,桃,10
5,厢,厂相,车厢,11
5,宿,宀佰,宿舍,11
5,寂,宀叔,寂寞 寂静,11
5,桔,木吉,桔子,10
5,惠,心,优惠 实惠 贤惠,12
5,寓,宀禺,公寓 寓言,12
5,惭,忄斩,惭愧,11
5,县,且厶,县,7
5,产,亠丷厂,产品 产生 生产 财产 破产 产业 资产 遗产 矿产 盛产,6
5,档,木当,高档 档案 档次 搭档,10
5,疗,疒了,治疗,7
5,享,亠口子,享受,8
5,寞,宀莫,寂寞,13
5,叉,又丶,叉子 交叉,3
5,震,雨辰,地震 震撼 震惊,15
5,霉,雨每,倒霉,15
5,鼠,臼,鼠标 老鼠,13
5,虚,虍业,虚心 谦虚 虚拟 空虚 虚伪 虚假 虚荣,11
5,叙,余又,叙述,9
5,蹲,足尊,蹲,19
5,寺,土寸,寺庙,6
5,燃,火然,燃烧,16
5,寻,彐寸,寻找 寻觅,6
5,古,十口,名胜古迹 古代 古典 考古 古董 古怪,5
5,寿,丰寸,寿命,7
5,召,刀口,召开 号召,5
5,付,亻寸,付款 应付 对付,5
5,治,氵台,治疗 政治 统治 防治 治理 治安,8
5,虹,虫工,彩虹,6
5,令,人,夏令营 命令 令 指令 司令,5
5,露,雨路,透露 揭露 暴露 流露 泄露,21
5,泉,白水,矿泉水 源泉,9
5,祖,礻且,祖先 祖国 祖父,9
5,泛,氵乏,广泛 泛滥,7
5,仿,亻方,仿佛 模仿,6
5,操,扌喿,操心 操场 操作 操纵 操练 操劳,16
5,德,彳十罒一心,道德 品德,15
5,青,龶月,青少年 青春 青,8
5,靠,告非,可靠 靠 依靠 靠拢,15
5,革,廿,改革 革命 皮革,9
5,忍,刃心,忍不住 容忍 忍耐 忍受 残忍,7
5,倒,亻到,倒 倒霉 摔倒 倒闭 颠倒,10
5,苗,艹田,苗条 拔苗助长,8
5,倡,亻昌,提倡 倡导 倡议,10
5,龙,尤丿,龙 水龙头,5
5,疯,疒风,疯狂 疯,9
5,疲,疒皮,疲劳 疲倦 疲惫,10
5,疾,疒矢,疾病 残疾,10
5,域,土或,领域 区域,11
5,念,今心,概念 想念 纪念 观念 怀念 念 留念 信念 思念 悬念,8
5,英,艹央,英雄 英俊 英勇 英明,8
5,痒,疒羊,痒,11
5,梨,利木,梨,11
5,愁,秋心,发愁,13
5,培,土咅,培训 培养 培育 栽培,11
5,痛,疒甬,痛苦 痛快,12
5,梳,木㐬,梳子,11
5,躲,身朵,躲藏,13
5,封,圭寸,信封 封闭 封建 封锁 密封,9
5,射,身寸,射击 辐射 注射 发射 反射 放射,10
5,棉,木帛,棉花,12
5,愤,忄贲,愤怒,12
5,愧,忄鬼,惭愧 不愧,12
5,偷,亻俞,偷,11
5,棋,木其,象棋,12
5,尖,小大,尖端 尖锐,6
5,尘,小土,灰尘,6
5,偿,亻尝,赔偿 得不偿失 偿还 补偿 无偿,11
5,棒,木奉,棒 棍棒,12
5,尚,⺌冂口,时尚 礼尚往来 尚且 高尚,8
5,傍,亻旁,傍晚,12
5,蛇,虫它,蛇 画蛇添足,11
5,吐,口土,吐 吞吞吐吐 呕吐,6
5,吓,口下,吓 恐吓,6
5,税,禾兑,税,12
5,企,人止,企业 企图,6
5,慌,忄荒,慌张,12
5,慎,忄真,谨慎 慎重,13
5,尺,尸乚,尺子,4
5,尾,尸毛,尾巴,7
5,吨,口屯,吨,7
5,局,尺口,邮局 局 公安局 结局 布局 局面 局部 格局 全局 局限,7
5,含,今口,包含 含义 含糊,7
5,启,户口,启发 启示 启程 启事 启蒙,7
5,屈,尸出,委屈 屈服,8
5,伙,亻火,小伙子 伙伴 大伙儿 合伙 家伙,6
5,屉,尸世,抽屉,8
5,届,尸由,届,8
5,屋,尸至,屋子,9
5,伟,亻韦,伟大 宏伟 雄伟,6
5,慧,彗心,智慧,15
5,吹,口欠,吹 吹牛 吹捧,7
5,稳,禾急,稳定,14
5,吻,口勿,吻,7
5,私,禾厶,私人 自私 隐私 走私 私自,7
5,退,辶艮,退休 退步 退 撤退 衰退,9
5,逃,辶兆,逃避 逃,9
5,慰,尉心,安慰 欣慰 慰问,15
5,属,尸禹,属于 金属 附属 下属 家属,12
5,呆,口木,呆 发呆,7
5,鞭,革便,鞭炮 鞭策,18
5,洒,氵西,洒 潇洒,9
5,透,辶秀,透明 透露 渗透,10
5,伴,亻半,伙伴 伴随 伴侣,7
5,伸,亻申,伸 延伸,7
5,秒,禾少,秒,9
5,秘,禾必,神秘 秘密 秘书 奥秘,10
5,递,辶弟,递 递增,10
5,途,辶余,前途 用途 长途 半途而废 途径,10
5,似,亻以,相似 似乎 似的 类似,6
5,洞,氵同,洞 空洞,9
5,逗,辶豆,逗,10
5,秩,禾失,秩序,10
5,版,片反,出版 版本,8
5,牌,片卑,登机牌 名牌,12
5,称,禾尔,称赞 称呼 称 称心如意 称号 对称,10
5,余,人,其余 业余 多余,7
5,佛,亻弗,仿佛,7
5,派,氵氏,派 派遣 派别,9
5,移,禾多,移动 移民 潜移默化 移植 转移,11
5,逻,辶罗,逻辑 巡逻,11
5,浅,氵戋,浅,8
5,佣,亻用,雇佣,7
5,呼,口乎,打招呼 呼吸 称呼 呼唤 呼吁 呼啸,8
5,浇,氵尧,浇,9
5,佩,亻凡巾,佩服 钦佩,8
5,测,氵则,测验 测量 推测 探测,9
5,堆,土隹,堆 堆积,11
5,岛,鸟山,岛屿,7
5,浏,氵刘,浏览,9
5,浓,氵农,浓 浓厚,9
